2021/07/09 05:15:00-05:28:52 JST
fH2O= 62.19 /media/data/L0/Ko210709/05/Ko052800.(00-0d)25ns 24000/40bin dz149.90 7314 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 1.853000e+01 3.585000e-01 -9.990000e+02 -1.290000e+03 2.869000e+02 1.202000e+00 2.611412e+03 0.000000e+00 0.000000e+00
0.267320 1.894000e+01 2.928000e-01 -9.990000e+02 -1.290000e+03 2.864000e+02 1.194000e+00 7.128356e+03 0.000000e+00 0.000000e+00
0.342270 1.862000e+01 2.672000e-01 -9.990000e+02 -1.290000e+03 2.859000e+02 1.185000e+00 1.370817e+04 0.000000e+00 0.000000e+00
0.417210 1.835000e+01 2.574000e-01 -9.990000e+02 -1.290000e+03 2.854000e+02 1.176000e+00 2.312029e+04 0.000000e+00 0.000000e+00
0.492160 1.765000e+01 2.660000e-01 -9.990000e+02 -1.290000e+03 2.849000e+02 1.168000e+00 3.698878e+04 0.000000e+00 0.000000e+00
0.567110 1.746000e+01 3.077000e-01 -9.990000e+02 -1.290000e+03 2.844000e+02 1.159000e+00 5.211467e+04 0.000000e+00 0.000000e+00
0.642060 1.728000e+01 3.738000e-01 -9.990000e+02 -1.290000e+03 2.840000e+02 1.151000e+00 3.830826e+04 0.000000e+00 0.000000e+00
0.717010 1.727000e+01 4.362000e-01 -9.990000e+02 -1.290000e+03 2.835000e+02 1.143000e+00 2.679391e+04 0.000000e+00 0.000000e+00
0.791960 1.546000e+01 4.547000e-01 -9.990000e+02 -1.290000e+03 2.830000e+02 1.134000e+00 2.698962e+04 0.000000e+00 0.000000e+00
0.866900 1.665000e+01 5.616000e-01 -9.990000e+02 -1.290000e+03 2.825000e+02 1.126000e+00 3.909416e+04 0.000000e+00 0.000000e+00
