2021/07/10 08:15:16-08:29:14 JST
fH2O= 58.55 /mnt/d/data/Na210710/08/Na082814.(00-0d)25ns 24000/40bin dz149.90 8330 shot 1.000mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.190370 1.843000e+01 6.274000e-01 1.000000e+07 3.234000e+39 2.869000e+02 1.203000e+00 5.696297e+03 0.000000e+00 0.000000e+00
0.265320 1.718000e+01 7.699000e-01 1.000000e+07 5.113000e+39 2.864000e+02 1.194000e+00 4.694166e+03 0.000000e+00 0.000000e+00
0.340270 1.597000e+01 9.439000e-01 1.000000e+07 7.230000e+39 2.859000e+02 1.185000e+00 4.737829e+03 0.000000e+00 0.000000e+00
0.415210 1.517000e+01 1.157000e+00 1.000000e+07 9.565000e+39 2.854000e+02 1.177000e+00 4.717293e+03 0.000000e+00 0.000000e+00
0.490160 1.678000e+01 1.398000e+00 1.000000e+07 1.210000e+40 2.849000e+02 1.168000e+00 3.895114e+03 0.000000e+00 0.000000e+00
0.565110 1.448000e+01 1.449000e+00 1.000000e+07 1.482000e+40 2.845000e+02 1.160000e+00 4.168748e+03 0.000000e+00 0.000000e+00
0.640060 1.199000e+01 1.765000e+00 1.000000e+07 1.771000e+40 2.840000e+02 1.151000e+00 4.474707e+03 0.000000e+00 0.000000e+00
0.715010 1.465000e+01 2.192000e+00 1.000000e+07 2.077000e+40 2.835000e+02 1.143000e+00 4.713612e+03 0.000000e+00 0.000000e+00
0.789960 1.380000e+01 2.680000e+00 1.000000e+07 2.398000e+40 2.830000e+02 1.135000e+00 5.196105e+03 0.000000e+00 0.000000e+00
0.864900 1.695000e+01 3.207000e+00 1.000000e+07 2.734000e+40 2.825000e+02 1.126000e+00 5.026724e+03 0.000000e+00 0.000000e+00
0.939850 9.121000e+00 3.468000e+00 1.000000e+07 3.085000e+40 2.820000e+02 1.118000e+00 5.338914e+03 0.000000e+00 0.000000e+00
1.014800 8.401000e+00 4.183000e+00 1.000000e+07 3.449000e+40 2.815000e+02 1.110000e+00 5.552274e+03 0.000000e+00 0.000000e+00
1.127220 1.139000e+01 3.689000e+00 1.000000e+07 1.185000e+41 2.808000e+02 1.098000e+00 5.929280e+03 0.000000e+00 0.000000e+00
1.277120 1.612000e+01 5.181000e+00 1.000000e+07 1.417000e+41 2.798000e+02 1.082000e+00 6.134135e+03 0.000000e+00 0.000000e+00
1.427010 1.421000e+01 6.502000e+00 1.000000e+07 1.661000e+41 2.788000e+02 1.066000e+00 6.180195e+03 0.000000e+00 0.000000e+00
1.576910 1.635000e+01 8.518000e+00 1.000000e+07 1.918000e+41 2.779000e+02 1.050000e+00 6.263866e+03 0.000000e+00 0.000000e+00
1.726810 -9.990000e+02 -9.990000e+11 1.000000e+07 2.187000e+41 2.769000e+02 1.034000e+00 6.579388e+03 0.000000e+00 0.000000e+00
1.876700 9.578000e+00 1.594000e+01 1.000000e+07 2.468000e+41 2.759000e+02 1.019000e+00 7.127233e+03 0.000000e+00 0.000000e+00
2.026600 -9.990000e+02 -6.590000e+104 1.000000e+07 2.759000e+41 2.750000e+02 1.004000e+00 7.806795e+03 0.000000e+00 0.000000e+00
2.176500 -9.990000e+02 -9.990000e+11 1.000000e+07 3.061000e+41 2.740000e+02 9.887000e-01 9.851077e+03 0.000000e+00 0.000000e+00
2.326390 -9.990000e+02 -6.590000e+104 1.000000e+07 3.373000e+41 2.730000e+02 9.737000e-01 2.198390e+04 0.000000e+00 0.000000e+00
2.476290 -9.990000e+02 -9.990000e+11 1.000000e+07 3.695000e+41 2.720000e+02 9.590000e-01 7.762026e+03 0.000000e+00 0.000000e+00
2.626180 -9.990000e+02 -9.990000e+11 1.000000e+07 4.026000e+41 2.711000e+02 9.445000e-01 2.229021e+03 0.000000e+00 0.000000e+00
2.776080 -9.990000e+02 -9.990000e+11 1.000000e+07 4.367000e+41 2.701000e+02 9.302000e-01 2.062572e+03 0.000000e+00 0.000000e+00
2.925980 -9.990000e+02 -9.990000e+11 1.000000e+07 4.717000e+41 2.691000e+02 9.161000e-01 1.627271e+03 0.000000e+00 0.000000e+00
3.075870 1.219000e+02 6.331000e+02 1.000000e+07 5.076000e+41 2.682000e+02 9.021000e-01 3.784603e+01 0.000000e+00 0.000000e+00
3.225770 1.825000e+103 5.581000e+204 1.000000e+07 5.443000e+41 2.672000e+02 8.881000e-01 1.040613e+01 0.000000e+00 0.000000e+00
3.375670 3.600000e+01 1.384000e+02 1.000000e+07 5.819000e+41 2.662000e+02 8.744000e-01 1.709363e+01 0.000000e+00 0.000000e+00
3.525560 7.926000e+01 1.066000e+02 1.000000e+07 6.203000e+41 2.652000e+02 8.608000e-01 2.486051e+01 0.000000e+00 0.000000e+00
3.675460 1.650000e+02 5.100000e+02 1.000000e+07 6.595000e+41 2.643000e+02 8.475000e-01 6.754861e+00 0.000000e+00 0.000000e+00
3.825350 4.325000e+103 1.323000e+205 1.000000e+07 6.995000e+41 2.633000e+02 8.344000e-01 3.658534e+01 0.000000e+00 0.000000e+00
3.975250 -9.990000e+02 -6.590000e+104 1.000000e+07 7.403000e+41 2.623000e+02 8.215000e-01 1.580348e+01 0.000000e+00 0.000000e+00
4.125150 1.530000e+103 4.680000e+204 1.000000e+07 7.819000e+41 2.613000e+02 8.085000e-01 8.508896e+00 0.000000e+00 0.000000e+00
4.275040 1.849000e+02 3.716000e+02 1.000000e+07 8.241000e+41 2.604000e+02 7.957000e-01 1.827698e+01 0.000000e+00 0.000000e+00
4.424940 -9.990000e+02 -7.264000e+104 1.000000e+07 8.672000e+41 2.594000e+02 7.830000e-01 0.000000e+00 0.000000e+00 0.000000e+00
4.574830 2.629000e+03 5.752000e+04 1.000000e+07 9.109000e+41 2.584000e+02 7.706000e-01 3.139541e+01 0.000000e+00 0.000000e+00
4.724730 -9.990000e+02 -6.590000e+104 1.000000e+07 9.554000e+41 2.574000e+02 7.584000e-01 3.348655e+01 0.000000e+00 0.000000e+00
4.874630 9.766000e+01 1.490000e+02 1.000000e+07 1.001000e+42 2.565000e+02 7.463000e-01 2.376338e+01 0.000000e+00 0.000000e+00
