2021/07/09 04:30:39-04:44:38 JST
fH2O= 58.55 /mnt/d/data/Na210709/04/Na044338.(00-0d)25ns 24000/40bin dz149.90 8330 shot 1.000mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.190370 2.299000e+01 3.297000e-01 1.000000e+07 3.234000e+39 2.869000e+02 1.203000e+00 7.723482e+03 0.000000e+00 0.000000e+00
0.265320 2.124000e+01 3.769000e-01 1.000000e+07 5.113000e+39 2.864000e+02 1.194000e+00 3.947190e+04 0.000000e+00 0.000000e+00
0.340270 2.142000e+01 7.484000e-01 1.000000e+07 7.230000e+39 2.859000e+02 1.185000e+00 1.742755e+04 0.000000e+00 0.000000e+00
0.415210 2.064000e+01 1.273000e+00 1.000000e+07 9.565000e+39 2.854000e+02 1.177000e+00 8.943916e+03 0.000000e+00 0.000000e+00
0.490160 1.961000e+01 2.534000e+00 1.000000e+07 1.210000e+40 2.849000e+02 1.168000e+00 3.927111e+03 0.000000e+00 0.000000e+00
0.565110 1.721000e+01 4.696000e+00 1.000000e+07 1.482000e+40 2.845000e+02 1.160000e+00 1.077564e+03 0.000000e+00 0.000000e+00
0.640060 -9.990000e+02 -9.990000e+11 1.000000e+07 1.771000e+40 2.840000e+02 1.151000e+00 5.456680e+02 0.000000e+00 0.000000e+00
0.715010 -9.990000e+02 -9.990000e+11 1.000000e+07 2.077000e+40 2.835000e+02 1.143000e+00 4.961846e+02 0.000000e+00 0.000000e+00
0.789960 1.431000e+01 2.182000e+01 1.000000e+07 2.398000e+40 2.830000e+02 1.135000e+00 1.885446e+02 0.000000e+00 0.000000e+00
0.864900 -9.990000e+02 -6.318000e+102 1.000000e+07 2.734000e+40 2.825000e+02 1.126000e+00 6.508625e+01 0.000000e+00 0.000000e+00
0.939850 2.065000e+01 3.340000e+01 1.000000e+07 3.085000e+40 2.820000e+02 1.118000e+00 5.211809e+01 0.000000e+00 0.000000e+00
1.014800 -9.990000e+02 -9.990000e+11 1.000000e+07 3.449000e+40 2.815000e+02 1.110000e+00 2.986466e+01 0.000000e+00 0.000000e+00
1.127220 -9.990000e+02 -1.701000e+103 1.000000e+07 1.185000e+41 2.808000e+02 1.098000e+00 3.811966e+00 0.000000e+00 0.000000e+00
1.277120 -9.990000e+02 -7.738000e+102 1.000000e+07 1.417000e+41 2.798000e+02 1.082000e+00 2.446620e+00 0.000000e+00 0.000000e+00
1.427010 -9.990000e+02 -1.701000e+103 1.000000e+07 1.661000e+41 2.788000e+02 1.066000e+00 4.072847e+00 0.000000e+00 0.000000e+00
1.576910 -9.990000e+02 -9.990000e+11 1.000000e+07 1.918000e+41 2.779000e+02 1.050000e+00 2.486730e+00 0.000000e+00 0.000000e+00
1.726810 -9.990000e+02 -1.701000e+103 1.000000e+07 2.187000e+41 2.769000e+02 1.034000e+00 4.472980e+00 0.000000e+00 0.000000e+00
1.876700 -9.990000e+02 -1.701000e+103 1.000000e+07 2.468000e+41 2.759000e+02 1.019000e+00 7.044298e+00 0.000000e+00 0.000000e+00
2.026600 -9.990000e+02 -9.990000e+11 1.000000e+07 2.759000e+41 2.750000e+02 1.004000e+00 4.107278e+00 0.000000e+00 0.000000e+00
2.176500 -9.990000e+02 -9.990000e+11 1.000000e+07 3.061000e+41 2.740000e+02 9.887000e-01 7.106045e+00 0.000000e+00 0.000000e+00
2.326390 -9.990000e+02 -7.738000e+102 1.000000e+07 3.373000e+41 2.730000e+02 9.737000e-01 5.412334e+00 0.000000e+00 0.000000e+00
2.476290 -9.990000e+02 -1.701000e+103 1.000000e+07 3.695000e+41 2.720000e+02 9.590000e-01 1.533079e+01 0.000000e+00 0.000000e+00
