2021/07/10 20:45:10-20:59:09 JST
fH2O= 58.55 /mnt/d/data/Na210710/20/Na205809.(00-0d)25ns 24000/40bin dz149.90 8330 shot 1.000mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.190370 1.815000e+01 2.618000e-01 -9.990000e+02 -8.159000e+02 2.869000e+02 1.203000e+00 1.564160e+04 0.000000e+00 0.000000e+00
0.265320 1.757000e+01 6.263000e-01 -9.990000e+02 -8.159000e+02 2.864000e+02 1.194000e+00 3.130837e+04 0.000000e+00 0.000000e+00
0.340270 1.543000e+01 2.212000e+00 -9.990000e+02 -8.159000e+02 2.859000e+02 1.185000e+00 1.169268e+03 0.000000e+00 0.000000e+00
0.415210 1.688000e+01 2.823000e+00 -9.990000e+02 -8.162000e+02 2.854000e+02 1.177000e+00 2.694618e+02 0.000000e+00 0.000000e+00
0.490160 1.339000e+01 2.459000e+00 -9.990000e+02 -8.166000e+02 2.849000e+02 1.168000e+00 1.991959e+02 0.000000e+00 0.000000e+00
0.565110 1.276000e+01 2.665000e+00 -9.990000e+02 -8.170000e+02 2.845000e+02 1.160000e+00 1.735530e+02 0.000000e+00 0.000000e+00
0.640060 1.398000e+01 3.118000e+00 -9.990000e+02 -8.174000e+02 2.840000e+02 1.151000e+00 1.586377e+02 0.000000e+00 0.000000e+00
0.715010 1.360000e+01 3.565000e+00 -9.990000e+02 -8.177000e+02 2.835000e+02 1.143000e+00 1.641865e+02 0.000000e+00 0.000000e+00
0.789960 1.130000e+01 3.000000e+00 -9.990000e+02 -8.189000e+02 2.830000e+02 1.135000e+00 1.254664e+02 0.000000e+00 0.000000e+00
0.864900 1.071000e+01 3.018000e+00 -9.990000e+02 -8.192000e+02 2.825000e+02 1.126000e+00 1.346828e+02 0.000000e+00 0.000000e+00
0.939850 1.709000e+01 5.206000e+00 -9.990000e+02 -8.192000e+02 2.820000e+02 1.118000e+00 1.590376e+02 0.000000e+00 0.000000e+00
1.014800 1.770000e+01 5.615000e+00 -9.990000e+02 -8.215000e+02 2.815000e+02 1.110000e+00 1.112353e+02 0.000000e+00 0.000000e+00
1.127220 1.834000e+01 4.433000e+00 -9.990000e+02 -5.827000e+02 2.808000e+02 1.098000e+00 9.467554e+01 0.000000e+00 0.000000e+00
1.277120 1.161000e+01 4.345000e+00 -9.990000e+02 -5.841000e+02 2.798000e+02 1.082000e+00 9.787463e+01 0.000000e+00 0.000000e+00
1.427010 1.348000e+01 4.605000e+00 -9.990000e+02 -5.864000e+02 2.788000e+02 1.066000e+00 9.164586e+01 0.000000e+00 0.000000e+00
1.576910 6.157000e+00 3.021000e+00 -9.990000e+02 -5.901000e+02 2.779000e+02 1.050000e+00 7.957963e+01 0.000000e+00 0.000000e+00
1.726810 1.552000e+01 5.969000e+00 -9.990000e+02 -5.916000e+02 2.769000e+02 1.034000e+00 8.499058e+01 0.000000e+00 0.000000e+00
1.876700 1.679000e+01 8.053000e+00 -9.990000e+02 -5.996000e+02 2.759000e+02 1.019000e+00 6.340043e+01 0.000000e+00 0.000000e+00
2.026600 9.438000e+00 5.334000e+00 -9.990000e+02 -5.930000e+02 2.750000e+02 1.004000e+00 1.067939e+02 0.000000e+00 0.000000e+00
2.176500 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.966000e+02 2.740000e+02 9.887000e-01 9.948797e+01 0.000000e+00 0.000000e+00
2.326390 2.547000e+00 7.101000e+00 -9.990000e+02 -6.047000e+02 2.730000e+02 9.737000e-01 7.848070e+01 0.000000e+00 0.000000e+00
2.476290 1.537000e+01 1.305000e+01 -9.990000e+02 -6.178000e+02 2.720000e+02 9.590000e-01 5.825768e+01 0.000000e+00 0.000000e+00
2.626180 -9.990000e+02 -9.990000e+11 -9.990000e+02 -6.245000e+02 2.711000e+02 9.445000e-01 5.517788e+01 0.000000e+00 0.000000e+00
2.776080 2.539000e+00 7.078000e+00 -9.990000e+02 -6.142000e+02 2.701000e+02 9.302000e-01 8.092480e+01 0.000000e+00 0.000000e+00
2.925980 -9.990000e+02 -9.990000e+11 -9.990000e+02 -6.245000e+02 2.691000e+02 9.161000e-01 6.849512e+01 0.000000e+00 0.000000e+00
3.075870 -9.990000e+02 -1.048000e+103 -9.990000e+02 -6.338000e+02 2.682000e+02 9.021000e-01 6.150008e+01 0.000000e+00 0.000000e+00
3.225770 5.520000e+02 5.042000e+03 -9.990000e+02 -6.479000e+02 2.672000e+02 8.881000e-01 5.203103e+01 0.000000e+00 0.000000e+00
3.375670 1.993000e+01 2.484000e+01 -9.990000e+02 -6.272000e+02 2.662000e+02 8.744000e-01 8.546903e+01 0.000000e+00 0.000000e+00
3.525560 -9.990000e+02 -1.048000e+103 -9.990000e+02 -6.338000e+02 2.652000e+02 8.608000e-01 8.079731e+01 0.000000e+00 0.000000e+00
3.675460 1.013000e+01 1.182000e+01 -9.990000e+02 -6.542000e+02 2.643000e+02 8.475000e-01 6.079416e+01 0.000000e+00 0.000000e+00
3.825350 2.522000e+00 7.030000e+00 -9.990000e+02 -6.479000e+02 2.633000e+02 8.344000e-01 7.317102e+01 0.000000e+00 0.000000e+00
3.975250 -9.990000e+02 -1.048000e+103 -9.990000e+02 -6.542000e+02 2.623000e+02 8.215000e-01 7.111609e+01 0.000000e+00 0.000000e+00
4.125150 8.112000e+00 2.315000e+01 -9.990000e+02 -6.379000e+02 2.613000e+02 8.085000e-01 1.021077e+02 0.000000e+00 0.000000e+00
4.275040 2.220000e+01 6.953000e+01 -9.990000e+02 -6.975000e+02 2.604000e+02 7.957000e-01 4.569259e+01 0.000000e+00 0.000000e+00
4.424940 -9.990000e+02 -1.048000e+103 -9.990000e+02 -6.711000e+02 2.594000e+02 7.830000e-01 6.853448e+01 0.000000e+00 0.000000e+00
4.574830 -9.990000e+02 -1.048000e+103 -9.990000e+02 -6.542000e+02 2.584000e+02 7.706000e-01 9.418672e+01 0.000000e+00 0.000000e+00
4.724730 1.334000e+01 1.590000e+01 -9.990000e+02 -1.311000e+01 2.574000e+02 7.584000e-01 0.000000e+00 0.000000e+00 0.000000e+00
4.874630 1.696000e+02 1.608000e+03 -9.990000e+02 -6.975000e+02 2.565000e+02 7.463000e-01 5.940861e+01 0.000000e+00 0.000000e+00
5.024520 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.172000e+02 2.555000e+02 7.345000e-01 5.049461e+01 0.000000e+00 0.000000e+00
5.174420 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.545000e+02 7.225000e-01 1.338808e+01 0.000000e+00 0.000000e+00
5.324320 7.112000e+01 1.305000e+02 -9.990000e+02 -7.862000e+02 2.536000e+02 7.108000e-01 2.835003e+01 0.000000e+00 0.000000e+00
5.474210 -9.990000e+02 -1.672000e+103 -9.990000e+02 -7.172000e+02 2.526000e+02 6.992000e-01 5.993757e+01 0.000000e+00 0.000000e+00
5.624110 1.200000e+02 1.988000e+02 -9.990000e+02 -7.448000e+02 2.516000e+02 6.878000e-01 4.744876e+01 0.000000e+00 0.000000e+00
5.774000 9.030000e+01 9.954000e+01 -9.990000e+02 -6.975000e+02 2.506000e+02 6.766000e-01 8.335284e+01 0.000000e+00 0.000000e+00
5.923900 1.687000e+02 1.599000e+03 -9.990000e+02 -7.862000e+02 2.497000e+02 6.656000e-01 3.509467e+01 0.000000e+00 0.000000e+00
6.073800 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.448000e+02 2.487000e+02 6.547000e-01 5.533992e+01 0.000000e+00 0.000000e+00
6.223690 2.197000e+01 6.882000e+01 -9.990000e+02 -7.448000e+02 2.477000e+02 6.437000e-01 5.810500e+01 0.000000e+00 0.000000e+00
6.373590 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.862000e+02 2.467000e+02 6.330000e-01 4.062508e+01 0.000000e+00 0.000000e+00
6.523490 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.862000e+02 2.458000e+02 6.224000e-01 4.255847e+01 0.000000e+00 0.000000e+00
6.673380 1.173000e+01 3.417000e+01 -9.990000e+02 -7.172000e+02 2.448000e+02 6.121000e-01 8.907353e+01 0.000000e+00 0.000000e+00
6.823280 8.119000e+101 1.059000e+202 -9.990000e+02 -7.448000e+02 2.438000e+02 6.018000e-01 6.984002e+01 0.000000e+00 0.000000e+00
6.973170 -9.990000e+02 -1.672000e+103 -9.990000e+02 -8.158000e+02 2.429000e+02 5.918000e-01 2.431401e+01 0.000000e+00 0.000000e+00
7.123070 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.419000e+02 5.817000e-01 2.537059e+01 0.000000e+00 0.000000e+00
7.272970 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.409000e+02 5.717000e-01 2.644964e+01 0.000000e+00 0.000000e+00
7.422860 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.399000e+02 5.620000e-01 2.755109e+01 0.000000e+00 0.000000e+00
7.572760 1.168000e+01 3.404000e+01 -9.990000e+02 -7.448000e+02 2.390000e+02 5.523000e-01 8.602540e+01 0.000000e+00 0.000000e+00
7.722660 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.172000e+02 2.380000e+02 5.429000e-01 1.192865e+02 0.000000e+00 0.000000e+00
7.872550 1.673000e+02 1.586000e+03 -9.990000e+02 -7.172000e+02 2.370000e+02 5.336000e-01 1.239619e+02 0.000000e+00 0.000000e+00
8.022450 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.361000e+02 5.244000e-01 0.000000e+00 0.000000e+00 0.000000e+00
8.172340 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.448000e+02 2.351000e+02 5.152000e-01 1.001870e+02 0.000000e+00 0.000000e+00
8.322240 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.341000e+02 5.061000e-01 3.463196e+01 0.000000e+00 0.000000e+00
8.472140 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.331000e+02 4.972000e-01 3.589078e+01 0.000000e+00 0.000000e+00
8.622030 -9.990000e+02 -1.048000e+103 -9.990000e+02 -8.158000e+02 2.322000e+02 4.884000e-01 3.717198e+01 0.000000e+00 0.000000e+00
8.771930 -9.990000e+02 -1.672000e+103 -9.990000e+02 -7.862000e+02 2.312000e+02 4.798000e-01 7.695153e+01 0.000000e+00 0.000000e+00
8.921830 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.448000e+02 2.302000e+02 4.714000e-01 1.194061e+02 0.000000e+00 0.000000e+00
9.071720 1.665000e+02 1.579000e+03 -9.990000e+02 -8.158000e+02 2.293000e+02 4.630000e-01 4.115059e+01 0.000000e+00 0.000000e+00
9.221620 -9.990000e+02 -1.672000e+103 -9.990000e+02 -7.448000e+02 2.283000e+02 4.546000e-01 1.275655e+02 0.000000e+00 0.000000e+00
9.371510 -9.990000e+02 -1.048000e+103 -9.990000e+02 -7.862000e+02 2.273000e+02 4.464000e-01 8.783068e+01 0.000000e+00 0.000000e+00
