2021/07/10 15:15:00-15:28:52 JST
fH2O= 62.19 /media/data/L0/Ko210710/15/Ko152800.(00-0d)25ns 24000/40bin dz149.90 7316 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 1.615000e+01 5.662000e-01 -9.990000e+02 -5.973000e+02 2.869000e+02 1.202000e+00 5.208177e+03 0.000000e+00 0.000000e+00
0.267320 1.657000e+01 9.952000e-01 -9.990000e+02 -5.973000e+02 2.864000e+02 1.194000e+00 2.122949e+04 0.000000e+00 0.000000e+00
0.342270 2.010000e+01 3.993000e+00 -9.990000e+02 -5.973000e+02 2.859000e+02 1.185000e+00 9.914444e+03 0.000000e+00 0.000000e+00
0.417210 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.976000e+02 2.854000e+02 1.176000e+00 4.133968e+02 0.000000e+00 0.000000e+00
0.492160 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.978000e+02 2.849000e+02 1.168000e+00 3.605875e+02 0.000000e+00 0.000000e+00
0.567110 1.445000e+01 1.204000e+01 -9.990000e+02 -5.981000e+02 2.844000e+02 1.159000e+00 3.242259e+02 0.000000e+00 0.000000e+00
0.642060 1.307000e+01 1.323000e+01 -9.990000e+02 -5.982000e+02 2.840000e+02 1.151000e+00 3.497867e+02 0.000000e+00 0.000000e+00
0.717010 1.113000e+01 1.782000e+01 -9.990000e+02 -5.985000e+02 2.835000e+02 1.143000e+00 3.366798e+02 0.000000e+00 0.000000e+00
0.791960 -9.990000e+02 -5.950000e+104 -9.990000e+02 -5.989000e+02 2.830000e+02 1.134000e+00 3.139222e+02 0.000000e+00 0.000000e+00
0.866900 -9.990000e+02 -5.950000e+104 -9.990000e+02 -5.990000e+02 2.825000e+02 1.126000e+00 3.482827e+02 0.000000e+00 0.000000e+00
0.941850 2.706000e+00 2.196000e+01 -9.990000e+02 -5.994000e+02 2.820000e+02 1.118000e+00 3.409061e+02 0.000000e+00 0.000000e+00
1.016800 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.996000e+02 2.815000e+02 1.110000e+00 3.662585e+02 0.000000e+00 0.000000e+00
1.129220 -9.990000e+02 -8.417000e+104 1.000000e+07 1.185000e+41 2.808000e+02 1.098000e+00 7.552350e+02 0.000000e+00 0.000000e+00
1.279120 -9.990000e+02 -8.417000e+104 1.000000e+07 1.417000e+41 2.798000e+02 1.081000e+00 3.584969e+02 0.000000e+00 0.000000e+00
1.429010 -9.990000e+02 -8.417000e+104 1.000000e+07 1.661000e+41 2.788000e+02 1.065000e+00 3.288985e+02 0.000000e+00 0.000000e+00
1.578910 -9.990000e+02 -9.990000e+11 1.000000e+07 1.918000e+41 2.779000e+02 1.050000e+00 2.955015e+02 0.000000e+00 0.000000e+00
1.728810 -9.990000e+02 -8.417000e+104 1.000000e+07 2.187000e+41 2.769000e+02 1.034000e+00 3.168959e+02 0.000000e+00 0.000000e+00
1.878700 -9.990000e+02 -9.990000e+11 1.000000e+07 2.468000e+41 2.759000e+02 1.019000e+00 4.179308e+03 0.000000e+00 0.000000e+00
2.028600 -9.990000e+02 -9.990000e+11 1.000000e+07 2.759000e+41 2.750000e+02 1.004000e+00 3.434371e+03 0.000000e+00 0.000000e+00
2.178500 -9.990000e+02 -9.990000e+11 1.000000e+07 3.061000e+41 2.740000e+02 9.885000e-01 5.388118e+02 0.000000e+00 0.000000e+00
2.328390 -9.990000e+02 -8.417000e+104 1.000000e+07 3.373000e+41 2.730000e+02 9.735000e-01 1.057264e+02 0.000000e+00 0.000000e+00
2.478290 -9.990000e+02 -8.417000e+104 1.000000e+07 3.695000e+41 2.720000e+02 9.588000e-01 2.149786e+01 0.000000e+00 0.000000e+00
2.628180 -9.990000e+02 -9.990000e+11 1.000000e+07 4.026000e+41 2.711000e+02 9.443000e-01 2.417696e+01 0.000000e+00 0.000000e+00
2.778080 -9.990000e+02 -8.417000e+104 1.000000e+07 4.367000e+41 2.701000e+02 9.300000e-01 1.157718e+01 0.000000e+00 0.000000e+00
2.927980 -9.990000e+02 -9.990000e+11 1.000000e+07 4.717000e+41 2.691000e+02 9.159000e-01 3.000741e+01 0.000000e+00 0.000000e+00
3.077870 1.080000e+02 1.804000e+02 1.000000e+07 5.076000e+41 2.682000e+02 9.019000e-01 3.315838e+01 0.000000e+00 0.000000e+00
3.227770 -9.990000e+02 -8.417000e+104 1.000000e+07 5.443000e+41 2.672000e+02 8.879000e-01 4.688605e+01 0.000000e+00 0.000000e+00
3.377670 -9.990000e+02 -8.417000e+104 1.000000e+07 5.819000e+41 2.662000e+02 8.742000e-01 5.704622e+00 0.000000e+00 0.000000e+00
3.527560 -9.990000e+02 -8.417000e+104 1.000000e+07 6.203000e+41 2.652000e+02 8.607000e-01 6.222166e+00 0.000000e+00 0.000000e+00
3.677460 -9.990000e+02 -8.417000e+104 1.000000e+07 6.595000e+41 2.642000e+02 8.473000e-01 2.704895e+01 0.000000e+00 0.000000e+00
3.827350 2.958000e+02 5.616000e+02 1.000000e+07 6.995000e+41 2.633000e+02 8.342000e-01 2.929888e+01 0.000000e+00 0.000000e+00
3.977250 3.103000e+103 1.330000e+205 1.000000e+07 7.403000e+41 2.623000e+02 8.213000e-01 1.581939e+01 0.000000e+00 0.000000e+00
4.127150 -9.990000e+02 -9.444000e+104 1.000000e+07 7.819000e+41 2.613000e+02 8.083000e-01 2.555151e+01 0.000000e+00 0.000000e+00
4.277040 7.340000e+01 1.011000e+02 1.000000e+07 8.241000e+41 2.604000e+02 7.955000e-01 2.744118e+01 0.000000e+00 0.000000e+00
4.426940 -9.990000e+02 -8.417000e+104 1.000000e+07 8.672000e+41 2.594000e+02 7.829000e-01 2.939840e+01 0.000000e+00 0.000000e+00
4.576830 1.377000e+02 2.653000e+02 1.000000e+07 9.109000e+41 2.584000e+02 7.704000e-01 4.189722e+01 0.000000e+00 0.000000e+00
4.726730 6.617000e+02 1.756000e+03 1.000000e+07 9.554000e+41 2.574000e+02 7.582000e-01 4.468661e+01 0.000000e+00 0.000000e+00
4.876630 3.628000e+102 1.555000e+204 1.000000e+07 1.001000e+42 2.565000e+02 7.462000e-01 4.756589e+01 0.000000e+00 0.000000e+00
5.026520 2.479000e+103 1.063000e+205 1.000000e+07 1.046000e+42 2.555000e+02 7.343000e-01 3.790110e+01 0.000000e+00 0.000000e+00
5.176420 -9.990000e+02 -8.417000e+104 1.000000e+07 1.093000e+42 2.545000e+02 7.224000e-01 2.679689e+01 0.000000e+00 0.000000e+00
5.326320 -9.990000e+02 -9.444000e+104 1.000000e+07 1.140000e+42 2.535000e+02 7.106000e-01 8.511442e+01 0.000000e+00 0.000000e+00
5.476210 -9.990000e+02 -9.444000e+104 1.000000e+07 1.188000e+42 2.526000e+02 6.990000e-01 7.497686e+01 0.000000e+00 0.000000e+00
5.626110 4.771000e+02 9.424000e+02 1.000000e+07 1.236000e+42 2.516000e+02 6.877000e-01 4.748254e+01 0.000000e+00 0.000000e+00
