2021/07/10 03:15:00-03:28:52 JST
fH2O= 62.19 /media/data/L0/Ko210710/03/Ko032800.(00-0d)25ns 24000/40bin dz149.90 7316 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 1.962000e+01 4.961000e-01 -9.990000e+02 -8.763000e+02 2.869000e+02 1.202000e+00 5.075950e+03 0.000000e+00 0.000000e+00
0.267320 1.964000e+01 4.395000e-01 -9.990000e+02 -8.763000e+02 2.864000e+02 1.194000e+00 1.120530e+04 0.000000e+00 0.000000e+00
0.342270 1.876000e+01 4.763000e-01 -9.990000e+02 -8.763000e+02 2.859000e+02 1.185000e+00 2.069407e+04 0.000000e+00 0.000000e+00
0.417210 1.887000e+01 6.120000e-01 -9.990000e+02 -8.763000e+02 2.854000e+02 1.176000e+00 2.182822e+04 0.000000e+00 0.000000e+00
0.492160 1.948000e+01 9.075000e-01 -9.990000e+02 -8.763000e+02 2.849000e+02 1.168000e+00 1.460733e+04 0.000000e+00 0.000000e+00
0.567110 2.026000e+01 1.158000e+00 -9.990000e+02 -8.764000e+02 2.844000e+02 1.159000e+00 5.714796e+03 0.000000e+00 0.000000e+00
0.642060 1.859000e+01 1.247000e+00 -9.990000e+02 -8.764000e+02 2.840000e+02 1.151000e+00 4.360826e+03 0.000000e+00 0.000000e+00
0.717010 2.058000e+01 1.629000e+00 -9.990000e+02 -8.764000e+02 2.835000e+02 1.143000e+00 7.950529e+03 0.000000e+00 0.000000e+00
0.791960 1.647000e+01 1.946000e+00 -9.990000e+02 -8.764000e+02 2.830000e+02 1.134000e+00 5.468936e+03 0.000000e+00 0.000000e+00
0.866900 1.930000e+01 2.727000e+00 -9.990000e+02 -8.765000e+02 2.825000e+02 1.126000e+00 2.581763e+03 0.000000e+00 0.000000e+00
0.941850 1.581000e+01 3.307000e+00 -9.990000e+02 -8.764000e+02 2.820000e+02 1.118000e+00 5.923705e+03 0.000000e+00 0.000000e+00
1.016800 1.846000e+01 5.487000e+00 -9.990000e+02 -8.775000e+02 2.815000e+02 1.110000e+00 4.946866e+02 0.000000e+00 0.000000e+00
1.129220 1.893000e+01 4.546000e+00 -9.990000e+02 -7.457000e+02 2.808000e+02 1.098000e+00 4.932670e+02 0.000000e+00 0.000000e+00
1.279120 1.879000e+01 5.806000e+00 -9.990000e+02 -7.461000e+02 2.798000e+02 1.081000e+00 4.100898e+02 0.000000e+00 0.000000e+00
1.429010 1.832000e+01 7.529000e+00 -9.990000e+02 -7.507000e+02 2.788000e+02 1.065000e+00 1.143732e+02 0.000000e+00 0.000000e+00
