2021/07/09 17:45:00-17:58:52 JST
fH2O= 62.19 /media/data/L0/Ko210709/17/Ko175800.(00-0d)25ns 24000/40bin dz149.90 7313 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 1.618000e+01 5.173000e-01 7.808000e-02 1.782000e-02 2.869000e+02 1.202000e+00 1.169595e+03 0.000000e+00 0.000000e+00
0.267320 1.568000e+01 4.711000e-01 1.619000e-01 3.664000e-02 2.864000e+02 1.194000e+00 2.347781e+03 0.000000e+00 0.000000e+00
0.342270 1.631000e+01 4.711000e-01 2.726000e-01 6.128000e-02 2.859000e+02 1.185000e+00 3.852397e+03 0.000000e+00 0.000000e+00
0.417210 1.584000e+01 4.391000e-01 4.315000e-01 9.663000e-02 2.854000e+02 1.176000e+00 5.961250e+03 0.000000e+00 0.000000e+00
0.492160 1.406000e+01 4.237000e-01 5.930000e-01 1.325000e-01 2.849000e+02 1.168000e+00 8.022277e+03 0.000000e+00 0.000000e+00
0.567110 1.479000e+01 4.657000e-01 7.548000e-01 1.686000e-01 2.844000e+02 1.159000e+00 1.000979e+04 0.000000e+00 0.000000e+00
0.642060 1.458000e+01 5.180000e-01 8.620000e-01 1.925000e-01 2.840000e+02 1.151000e+00 1.121376e+04 0.000000e+00 0.000000e+00
0.717010 1.494000e+01 5.802000e-01 9.650000e-01 2.155000e-01 2.835000e+02 1.143000e+00 1.232067e+04 0.000000e+00 0.000000e+00
0.791960 1.610000e+01 6.874000e-01 1.054000e+00 2.352000e-01 2.830000e+02 1.134000e+00 1.318505e+04 0.000000e+00 0.000000e+00
0.866900 1.468000e+01 7.383000e-01 1.111000e+00 2.476000e-01 2.825000e+02 1.126000e+00 1.358004e+04 0.000000e+00 0.000000e+00
0.941850 1.613000e+01 8.638000e-01 1.154000e+00 2.566000e-01 2.820000e+02 1.118000e+00 1.375504e+04 0.000000e+00 0.000000e+00
1.016800 1.541000e+01 9.613000e-01 1.140000e+00 2.533000e-01 2.815000e+02 1.110000e+00 1.327745e+04 0.000000e+00 0.000000e+00
1.129220 1.412000e+01 8.184000e-01 1.101000e+00 2.535000e-01 2.808000e+02 1.098000e+00 1.256673e+04 0.000000e+00 0.000000e+00
1.279120 1.421000e+01 1.018000e+00 1.153000e+00 2.641000e-01 2.798000e+02 1.081000e+00 1.255309e+04 0.000000e+00 0.000000e+00
1.429010 1.468000e+01 1.345000e+00 1.206000e+00 2.744000e-01 2.788000e+02 1.065000e+00 1.247028e+04 0.000000e+00 0.000000e+00
1.578910 1.216000e+01 1.580000e+00 1.187000e+00 2.685000e-01 2.779000e+02 1.050000e+00 1.168379e+04 0.000000e+00 0.000000e+00
1.728810 1.265000e+01 1.969000e+00 1.172000e+00 2.636000e-01 2.769000e+02 1.034000e+00 1.100334e+04 0.000000e+00 0.000000e+00
1.878700 1.373000e+01 2.333000e+00 1.069000e+00 2.396000e-01 2.759000e+02 1.019000e+00 9.658119e+03 0.000000e+00 0.000000e+00
2.028600 1.322000e+01 2.907000e+00 1.107000e+00 2.472000e-01 2.750000e+02 1.004000e+00 9.598478e+03 0.000000e+00 0.000000e+00
2.178500 9.840000e+00 3.251000e+00 1.166000e+00 2.591000e-01 2.740000e+02 9.885000e-01 9.660726e+03 0.000000e+00 0.000000e+00
2.328390 1.159000e+01 4.090000e+00 1.127000e+00 2.495000e-01 2.730000e+02 9.735000e-01 8.953536e+03 0.000000e+00 0.000000e+00
2.478290 1.108000e+01 4.888000e+00 1.170000e+00 2.578000e-01 2.720000e+02 9.588000e-01 8.885081e+03 0.000000e+00 0.000000e+00
2.628180 1.204000e+01 6.340000e+00 4.653000e+00 3.458000e-01 2.711000e+02 9.443000e-01 2.601615e+04 0.000000e+00 0.000000e+00
