2021/07/10 23:15:00-23:28:52 JST
fH2O= 62.19 /media/data/L0/Ko210710/23/Ko232800.(00-0d)25ns 24000/40bin dz149.90 7310 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 1.597000e+01 2.985000e-01 8.209000e-02 6.377000e-03 2.869000e+02 1.202000e+00 2.294139e+03 0.000000e+00 0.000000e+00
0.267320 1.519000e+01 2.379000e-01 1.994000e-01 1.441000e-02 2.864000e+02 1.194000e+00 5.395420e+03 0.000000e+00 0.000000e+00
0.342270 1.543000e+01 2.247000e-01 4.050000e-01 2.800000e-02 2.859000e+02 1.185000e+00 1.067785e+04 0.000000e+00 0.000000e+00
0.417210 1.596000e+01 2.279000e-01 6.584000e-01 4.483000e-02 2.854000e+02 1.176000e+00 1.697103e+04 0.000000e+00 0.000000e+00
0.492160 1.605000e+01 2.389000e-01 8.761000e-01 5.954000e-02 2.849000e+02 1.168000e+00 2.211283e+04 0.000000e+00 0.000000e+00
0.567110 1.587000e+01 2.546000e-01 1.067000e+00 7.241000e-02 2.844000e+02 1.159000e+00 2.632413e+04 0.000000e+00 0.000000e+00
0.642060 1.530000e+01 2.742000e-01 1.242000e+00 8.348000e-02 2.840000e+02 1.151000e+00 2.970921e+04 0.000000e+00 0.000000e+00
0.717010 1.565000e+01 3.038000e-01 1.323000e+00 8.763000e-02 2.835000e+02 1.143000e+00 3.061900e+04 0.000000e+00 0.000000e+00
0.791960 1.524000e+01 3.289000e-01 1.468000e+00 9.423000e-02 2.830000e+02 1.134000e+00 3.265476e+04 0.000000e+00 0.000000e+00
0.866900 1.508000e+01 3.653000e-01 1.620000e+00 9.817000e-02 2.825000e+02 1.126000e+00 3.442269e+04 0.000000e+00 0.000000e+00
0.941850 1.504000e+01 3.990000e-01 1.316000e+00 7.854000e-02 2.820000e+02 1.118000e+00 2.709350e+04 0.000000e+00 0.000000e+00
1.016800 1.410000e+01 4.249000e-01 1.236000e+00 7.310000e-02 2.815000e+02 1.110000e+00 2.473836e+04 0.000000e+00 0.000000e+00
1.129220 1.213000e+01 3.032000e-01 1.011000e+00 4.565000e-02 2.808000e+02 1.098000e+00 2.006451e+04 0.000000e+00 0.000000e+00
