2021/07/10 07:00:00-07:13:52 JST
fH2O= 62.19 /media/data/L0/Ko210710/07/Ko071300.(00-0d)25ns 24000/40bin dz149.90 7313 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 1.692000e+01 5.486000e-01 -9.990000e+02 -1.117000e+03 2.869000e+02 1.202000e+00 1.970698e+03 0.000000e+00 0.000000e+00
0.267320 1.891000e+01 5.719000e-01 -9.990000e+02 -1.117000e+03 2.864000e+02 1.194000e+00 1.741147e+04 0.000000e+00 0.000000e+00
0.342270 1.835000e+01 8.862000e-01 -9.990000e+02 -1.117000e+03 2.859000e+02 1.185000e+00 2.294663e+04 0.000000e+00 0.000000e+00
0.417210 2.049000e+01 1.489000e+00 -9.990000e+02 -1.117000e+03 2.854000e+02 1.176000e+00 7.454122e+03 0.000000e+00 0.000000e+00
0.492160 1.982000e+01 2.568000e+00 -9.990000e+02 -1.117000e+03 2.849000e+02 1.168000e+00 4.471344e+03 0.000000e+00 0.000000e+00
0.567110 1.339000e+01 6.445000e+00 -9.990000e+02 -1.117000e+03 2.844000e+02 1.159000e+00 3.297513e+03 0.000000e+00 0.000000e+00
0.642060 -9.990000e+02 -9.990000e+11 -9.990000e+02 -1.117000e+03 2.840000e+02 1.151000e+00 7.469823e+02 0.000000e+00 0.000000e+00
0.717010 -9.990000e+02 -9.990000e+11 -9.990000e+02 -1.119000e+03 2.835000e+02 1.143000e+00 1.193235e+02 0.000000e+00 0.000000e+00
0.791960 -9.990000e+02 -9.990000e+11 -9.990000e+02 -1.121000e+03 2.830000e+02 1.134000e+00 6.335693e+01 0.000000e+00 0.000000e+00
0.866900 -9.990000e+02 -9.990000e+11 -9.990000e+02 -1.123000e+03 2.825000e+02 1.126000e+00 5.862457e+01 0.000000e+00 0.000000e+00
0.941850 -9.990000e+02 -9.990000e+11 -9.990000e+02 -1.126000e+03 2.820000e+02 1.118000e+00 4.435638e+01 0.000000e+00 0.000000e+00
1.016800 -9.990000e+02 -2.309000e+104 -9.990000e+02 -1.129000e+03 2.815000e+02 1.110000e+00 3.928871e+01 0.000000e+00 0.000000e+00
1.129220 2.665000e+02 3.390000e+02 1.000000e+07 1.185000e+41 2.808000e+02 1.098000e+00 2.436577e+02 0.000000e+00 0.000000e+00
1.279120 -9.990000e+02 -9.990000e+11 1.000000e+07 1.417000e+41 2.798000e+02 1.081000e+00 1.718393e+02 0.000000e+00 0.000000e+00
1.429010 -9.990000e+02 -3.279000e+104 1.000000e+07 1.661000e+41 2.788000e+02 1.065000e+00 1.021065e+00 0.000000e+00 0.000000e+00
1.578910 -9.990000e+02 -3.279000e+104 1.000000e+07 1.918000e+41 2.779000e+02 1.050000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.728810 -9.990000e+02 -3.676000e+104 1.000000e+07 2.187000e+41 2.769000e+02 1.034000e+00 1.494447e+00 0.000000e+00 0.000000e+00
1.878700 -9.990000e+02 -9.990000e+11 1.000000e+07 2.468000e+41 2.759000e+02 1.019000e+00 1.764826e+00 0.000000e+00 0.000000e+00
