2021/07/09 11:15:05-11:29:03 JST
fH2O= 58.55 /mnt/d/data/Na210709/11/Na112803.(00-0d)25ns 24000/40bin dz149.90 8330 shot 1.000mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.190370 1.846000e+01 9.581000e-01 1.036000e-01 3.462000e-02 2.869000e+02 1.203000e+00 1.360079e+03 0.000000e+00 0.000000e+00
0.265320 1.799000e+01 1.006000e+00 1.982000e-01 6.599000e-02 2.864000e+02 1.194000e+00 2.533625e+03 0.000000e+00 0.000000e+00
0.340270 1.846000e+01 1.147000e+00 2.668000e-01 8.855000e-02 2.859000e+02 1.185000e+00 3.334786e+03 0.000000e+00 0.000000e+00
0.415210 1.572000e+01 1.327000e+00 3.396000e-01 1.125000e-01 2.854000e+02 1.177000e+00 4.159126e+03 0.000000e+00 0.000000e+00
0.490160 1.629000e+01 1.508000e+00 3.949000e-01 1.305000e-01 2.849000e+02 1.168000e+00 4.742503e+03 0.000000e+00 0.000000e+00
0.565110 1.339000e+01 1.705000e+00 4.504000e-01 1.486000e-01 2.845000e+02 1.160000e+00 5.309164e+03 0.000000e+00 0.000000e+00
0.640060 1.820000e+01 1.969000e+00 5.042000e-01 1.661000e-01 2.840000e+02 1.151000e+00 5.836366e+03 0.000000e+00 0.000000e+00
0.715010 1.714000e+01 2.321000e+00 5.650000e-01 1.860000e-01 2.835000e+02 1.143000e+00 6.423303e+03 0.000000e+00 0.000000e+00
0.789960 1.616000e+01 2.763000e+00 6.279000e-01 2.065000e-01 2.830000e+02 1.135000e+00 7.013850e+03 0.000000e+00 0.000000e+00
0.864900 1.677000e+01 3.093000e+00 9.483000e-01 3.119000e-01 2.825000e+02 1.126000e+00 1.040446e+04 0.000000e+00 0.000000e+00
0.939850 1.291000e+01 3.840000e+00 1.587000e+00 5.197000e-01 2.820000e+02 1.118000e+00 1.666358e+04 0.000000e+00 0.000000e+00
1.014800 1.227000e+01 4.339000e+00 8.482000e-01 2.778000e-01 2.815000e+02 1.110000e+00 8.763693e+03 0.000000e+00 0.000000e+00
1.127220 1.466000e+01 4.016000e+00 6.205000e-01 2.518000e-01 2.808000e+02 1.098000e+00 6.516611e+03 0.000000e+00 0.000000e+00
1.277120 1.637000e+01 4.957000e+00 6.714000e-01 2.721000e-01 2.798000e+02 1.082000e+00 6.819529e+03 0.000000e+00 0.000000e+00
1.427010 1.195000e+01 6.341000e+00 6.388000e-01 2.585000e-01 2.788000e+02 1.066000e+00 6.283096e+03 0.000000e+00 0.000000e+00
1.576910 1.871000e+01 8.211000e+00 6.777000e-01 2.739000e-01 2.779000e+02 1.050000e+00 6.453277e+03 0.000000e+00 0.000000e+00
1.726810 5.445000e+00 9.020000e+00 7.110000e-01 2.871000e-01 2.769000e+02 1.034000e+00 6.558355e+03 0.000000e+00 0.000000e+00
1.876700 1.955000e+01 1.283000e+01 7.483000e-01 3.020000e-01 2.759000e+02 1.019000e+00 6.689295e+03 0.000000e+00 0.000000e+00
2.026600 6.544000e+00 1.302000e+01 1.062000e+00 4.271000e-01 2.750000e+02 1.004000e+00 9.134647e+03 0.000000e+00 0.000000e+00
2.176500 -9.990000e+02 -9.990000e+11 6.935000e+00 1.212000e+00 2.740000e+02 9.887000e-01 3.603331e+04 0.000000e+00 0.000000e+00
2.326390 1.218000e+01 3.116000e+01 1.717000e+00 2.902000e-01 2.730000e+02 9.737000e-01 8.251129e+03 0.000000e+00 0.000000e+00
2.476290 -9.990000e+02 -3.407000e+105 9.168000e-01 1.558000e-01 2.720000e+02 9.590000e-01 4.325464e+03 0.000000e+00 0.000000e+00
2.626180 -9.990000e+02 -9.990000e+11 8.348000e-01 1.421000e-01 2.711000e+02 9.445000e-01 3.841955e+03 0.000000e+00 0.000000e+00
2.776080 -9.990000e+02 -9.990000e+11 1.324000e+00 2.222000e-01 2.701000e+02 9.302000e-01 5.718201e+03 0.000000e+00 0.000000e+00
2.925980 -9.990000e+02 -9.990000e+11 2.227000e+00 3.373000e-01 2.691000e+02 9.161000e-01 8.477798e+03 0.000000e+00 0.000000e+00
3.075870 3.498000e+01 3.881000e+01 2.339000e+00 3.083000e-01 2.682000e+02 9.021000e-01 7.869024e+03 0.000000e+00 0.000000e+00
3.225770 7.545000e+01 1.304000e+02 3.041000e+00 2.252000e-01 2.672000e+02 8.881000e-01 8.592087e+03 0.000000e+00 0.000000e+00
3.375670 7.693000e+00 6.268000e+01 1.200000e+00 9.549000e-02 2.662000e+02 8.744000e-01 3.374862e+03 0.000000e+00 0.000000e+00
3.525560 -9.990000e+02 -3.407000e+105 9.180000e-01 7.649000e-02 2.652000e+02 8.608000e-01 2.573975e+03 0.000000e+00 0.000000e+00
3.675460 -9.990000e+02 -3.407000e+105 1.016000e+00 8.460000e-02 2.643000e+02 8.475000e-01 2.763712e+03 0.000000e+00 0.000000e+00
3.825350 1.388000e+104 2.216000e+206 9.700000e-01 8.256000e-02 2.633000e+02 8.344000e-01 2.598345e+03 0.000000e+00 0.000000e+00
3.975250 -9.990000e+02 -3.762000e+105 9.273000e-01 8.065000e-02 2.623000e+02 8.215000e-01 2.450192e+03 0.000000e+00 0.000000e+00
4.125150 1.231000e+104 1.965000e+206 9.089000e-01 8.048000e-02 2.613000e+02 8.085000e-01 2.366039e+03 0.000000e+00 0.000000e+00
