2021/07/09 08:45:17-08:59:16 JST
fH2O= 58.55 /mnt/d/data/Na210709/08/Na085816.(00-0d)25ns 24000/40bin dz149.90 8330 shot 1.000mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.190370 2.071000e+01 6.810000e-01 -9.990000e+02 -5.420000e+02 2.869000e+02 1.203000e+00 6.027534e+03 0.000000e+00 0.000000e+00
0.265320 1.805000e+01 8.596000e-01 -9.990000e+02 -5.420000e+02 2.864000e+02 1.194000e+00 8.119214e+03 0.000000e+00 0.000000e+00
0.340270 2.086000e+01 1.148000e+00 -9.990000e+02 -5.421000e+02 2.859000e+02 1.185000e+00 1.052541e+04 0.000000e+00 0.000000e+00
0.415210 1.986000e+01 1.451000e+00 -9.990000e+02 -5.421000e+02 2.854000e+02 1.177000e+00 1.472026e+04 0.000000e+00 0.000000e+00
0.490160 2.071000e+01 1.964000e+00 -9.990000e+02 -5.421000e+02 2.849000e+02 1.168000e+00 1.479829e+04 0.000000e+00 0.000000e+00
0.565110 1.573000e+01 2.321000e+00 -9.990000e+02 -5.421000e+02 2.845000e+02 1.160000e+00 1.362911e+04 0.000000e+00 0.000000e+00
0.640060 1.594000e+01 3.021000e+00 -9.990000e+02 -5.421000e+02 2.840000e+02 1.151000e+00 1.335990e+04 0.000000e+00 0.000000e+00
0.715010 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.421000e+02 2.835000e+02 1.143000e+00 2.148513e+04 0.000000e+00 0.000000e+00
0.789960 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.421000e+02 2.830000e+02 1.135000e+00 2.299973e+04 0.000000e+00 0.000000e+00
0.864900 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.421000e+02 2.825000e+02 1.126000e+00 1.611949e+04 0.000000e+00 0.000000e+00
0.939850 -9.990000e+02 -9.990000e+11 -9.990000e+02 -5.422000e+02 2.820000e+02 1.118000e+00 5.619534e+03 0.000000e+00 0.000000e+00
1.014800 -9.990000e+02 -7.103000e+104 -9.990000e+02 -5.430000e+02 2.815000e+02 1.110000e+00 9.519914e+02 0.000000e+00 0.000000e+00
1.127220 -9.990000e+02 -1.004000e+105 -9.990000e+02 -3.456000e+02 2.808000e+02 1.098000e+00 3.546821e+02 0.000000e+00 0.000000e+00
1.277120 -9.990000e+02 -1.004000e+105 -9.990000e+02 -3.473000e+02 2.798000e+02 1.082000e+00 2.757323e+02 0.000000e+00 0.000000e+00
1.427010 6.547000e+00 2.153000e+02 -9.990000e+02 -3.472000e+02 2.788000e+02 1.066000e+00 3.534242e+02 0.000000e+00 0.000000e+00
1.576910 -9.990000e+02 -9.990000e+11 -9.990000e+02 -3.502000e+02 2.779000e+02 1.050000e+00 2.449843e+02 0.000000e+00 0.000000e+00
1.726810 -9.990000e+02 -1.004000e+105 -9.990000e+02 -3.637000e+02 2.769000e+02 1.034000e+00 9.542859e+01 0.000000e+00 0.000000e+00
1.876700 -9.990000e+02 -1.111000e+105 -9.990000e+02 -4.849000e+02 2.759000e+02 1.019000e+00 1.761070e+00 0.000000e+00 0.000000e+00
2.026600 -9.990000e+02 -9.990000e+11 -9.990000e+02 -4.849000e+02 2.750000e+02 1.004000e+00 4.107278e+00 0.000000e+00 0.000000e+00
2.176500 -9.990000e+02 -9.990000e+11 -9.990000e+02 -4.849000e+02 2.740000e+02 9.887000e-01 7.106045e+00 0.000000e+00 0.000000e+00
2.326390 -9.990000e+02 -9.990000e+11 -9.990000e+02 -4.849000e+02 2.730000e+02 9.737000e-01 1.082469e+01 0.000000e+00 0.000000e+00
2.476290 -9.990000e+02 -9.990000e+11 -9.990000e+02 -4.543000e+02 2.720000e+02 9.590000e-01 2.146314e+01 0.000000e+00 0.000000e+00
2.626180 -9.990000e+02 -1.004000e+105 -9.990000e+02 -4.543000e+02 2.711000e+02 9.445000e-01 2.414013e+01 0.000000e+00 0.000000e+00
2.776080 -9.990000e+02 -1.004000e+105 -9.990000e+02 -4.849000e+02 2.701000e+02 9.302000e-01 1.541402e+01 0.000000e+00 0.000000e+00
2.925980 -9.990000e+02 -1.111000e+105 -9.990000e+02 -4.849000e+02 2.691000e+02 9.161000e-01 8.561785e+00 0.000000e+00 0.000000e+00
3.075870 -9.990000e+02 -1.111000e+105 -9.990000e+02 -4.637000e+02 2.682000e+02 9.021000e-01 2.838447e+01 0.000000e+00 0.000000e+00
3.225770 1.868000e+01 1.451000e+02 -9.990000e+02 -4.749000e+02 2.672000e+02 8.881000e-01 2.601539e+01 0.000000e+00 0.000000e+00
3.375670 3.721000e+03 8.862000e+04 -9.990000e+02 -4.849000e+02 2.662000e+02 8.744000e-01 1.709363e+01 0.000000e+00 0.000000e+00
3.525560 8.129000e+103 3.871000e+205 -9.990000e+02 -4.543000e+02 2.652000e+02 8.608000e-01 4.350600e+01 0.000000e+00 0.000000e+00
3.675460 1.318000e+103 6.274000e+204 -9.990000e+02 -4.637000e+02 2.643000e+02 8.475000e-01 4.052934e+01 0.000000e+00 0.000000e+00
3.825350 7.937000e+01 3.810000e+02 -9.990000e+02 -4.849000e+02 2.633000e+02 8.344000e-01 2.926825e+01 0.000000e+00 0.000000e+00
3.975250 6.875000e+102 3.274000e+204 -9.990000e+02 -4.543000e+02 2.623000e+02 8.215000e-01 5.531241e+01 0.000000e+00 0.000000e+00
4.125150 1.640000e+02 2.945000e+02 -9.990000e+02 -4.849000e+02 2.613000e+02 8.085000e-01 3.403567e+01 0.000000e+00 0.000000e+00
4.275040 4.015000e+102 1.912000e+204 -9.990000e+02 -4.849000e+02 2.604000e+02 7.957000e-01 2.741551e+01 0.000000e+00 0.000000e+00
4.424940 -9.990000e+02 -1.111000e+105 -9.990000e+02 -4.849000e+02 2.594000e+02 7.830000e-01 1.958119e+01 0.000000e+00 0.000000e+00
4.574830 -9.990000e+02 -1.111000e+105 -9.990000e+02 -4.849000e+02 2.584000e+02 7.706000e-01 2.093025e+01 0.000000e+00 0.000000e+00
4.724730 8.231000e+02 3.964000e+03 -9.990000e+02 -4.849000e+02 2.574000e+02 7.584000e-01 4.464877e+01 0.000000e+00 0.000000e+00
4.874630 -9.990000e+02 -1.111000e+105 -9.990000e+02 -1.311000e+01 2.565000e+02 7.463000e-01 4.752685e+01 0.000000e+00 0.000000e+00
