2021/07/09 08:15:00-08:28:52 JST
fH2O= 62.19 /media/data/L0/Ko210709/08/Ko082800.(00-0d)25ns 24000/40bin dz149.90 7322 shot 0.300mrad wid=0 fnum:14 fnum_noise:0
Altitude(km) W[g/kg] dW[g/kg] R355 dR355 T[K] RO[gm^-3] PZ^2_355 Wsonde[g/kg] dWsonde[g/kg]
0.192370 2.022000e+01 5.357000e-01 1.067000e-01 2.746000e-02 2.869000e+02 1.202000e+00 3.001482e+03 0.000000e+00 0.000000e+00
0.267320 1.879000e+01 3.762000e-01 2.932000e-01 7.508000e-02 2.864000e+02 1.194000e+00 7.982818e+03 0.000000e+00 0.000000e+00
0.342270 1.934000e+01 3.425000e-01 5.322000e-01 1.360000e-01 2.859000e+02 1.185000e+00 1.412002e+04 0.000000e+00 0.000000e+00
0.417210 1.852000e+01 3.235000e-01 7.978000e-01 2.038000e-01 2.854000e+02 1.176000e+00 2.069007e+04 0.000000e+00 0.000000e+00
0.492160 1.766000e+01 3.271000e-01 1.012000e+00 2.581000e-01 2.849000e+02 1.168000e+00 2.567348e+04 0.000000e+00 0.000000e+00
0.567110 1.742000e+01 3.557000e-01 1.144000e+00 2.914000e-01 2.844000e+02 1.159000e+00 2.827550e+04 0.000000e+00 0.000000e+00
0.642060 1.673000e+01 3.974000e-01 1.305000e+00 3.315000e-01 2.840000e+02 1.151000e+00 3.119274e+04 0.000000e+00 0.000000e+00
0.717010 1.702000e+01 4.581000e-01 1.423000e+00 3.603000e-01 2.835000e+02 1.143000e+00 3.276621e+04 0.000000e+00 0.000000e+00
0.791960 1.658000e+01 5.247000e-01 1.587000e+00 3.996000e-01 2.830000e+02 1.134000e+00 3.493657e+04 0.000000e+00 0.000000e+00
0.866900 1.582000e+01 6.118000e-01 1.811000e+00 4.518000e-01 2.825000e+02 1.126000e+00 3.776207e+04 0.000000e+00 0.000000e+00
0.941850 1.604000e+01 7.476000e-01 2.406000e+00 5.861000e-01 2.820000e+02 1.118000e+00 4.628611e+04 0.000000e+00 0.000000e+00
1.016800 1.602000e+01 9.078000e-01 2.581000e+00 6.105000e-01 2.815000e+02 1.110000e+00 4.552003e+04 0.000000e+00 0.000000e+00
1.129220 1.603000e+01 9.149000e-01 3.995000e+00 9.866000e-01 2.808000e+02 1.098000e+00 5.614843e+04 0.000000e+00 0.000000e+00
1.279120 1.530000e+01 1.562000e+00 4.615000e+00 3.548000e-01 2.798000e+02 1.081000e+00 4.594671e+04 0.000000e+00 0.000000e+00
1.429010 1.424000e+01 2.391000e+00 1.789000e+00 1.039000e-01 2.788000e+02 1.065000e+00 1.610971e+04 0.000000e+00 0.000000e+00
1.578910 1.123000e+01 2.906000e+00 9.229000e-01 5.414000e-02 2.779000e+02 1.050000e+00 8.037691e+03 0.000000e+00 0.000000e+00
1.728810 9.908000e+00 3.666000e+00 9.488000e-01 5.583000e-02 2.769000e+02 1.034000e+00 7.993906e+03 0.000000e+00 0.000000e+00
1.878700 9.969000e+00 4.391000e+00 9.313000e-01 5.502000e-02 2.759000e+02 1.019000e+00 7.594279e+03 0.000000e+00 0.000000e+00
2.028600 1.196000e+01 5.392000e+00 9.249000e-01 5.487000e-02 2.750000e+02 1.004000e+00 7.302142e+03 0.000000e+00 0.000000e+00
2.178500 6.619000e+00 6.656000e+00 8.900000e-01 5.298000e-02 2.740000e+02 9.885000e-01 6.803365e+03 0.000000e+00 0.000000e+00
2.328390 1.363000e+01 6.959000e+00 9.154000e-01 5.470000e-02 2.730000e+02 9.735000e-01 6.776527e+03 0.000000e+00 0.000000e+00
2.478290 2.037000e+01 8.853000e+00 8.797000e-01 5.285000e-02 2.720000e+02 9.588000e-01 6.309885e+03 0.000000e+00 0.000000e+00
2.628180 1.803000e+01 9.697000e+00 9.322000e-01 5.625000e-02 2.711000e+02 9.443000e-01 6.478812e+03 0.000000e+00 0.000000e+00
2.778080 -9.990000e+02 -9.973000e+104 8.903000e-01 5.425000e-02 2.701000e+02 9.300000e-01 5.999413e+03 0.000000e+00 0.000000e+00
2.927980 6.924000e+00 1.229000e+01 1.006000e+00 6.123000e-02 2.691000e+02 9.159000e-01 6.569695e+03 0.000000e+00 0.000000e+00
3.077870 1.306000e+01 1.319000e+01 9.400000e-01 5.820000e-02 2.682000e+02 9.019000e-01 5.952939e+03 0.000000e+00 0.000000e+00
3.227770 1.178000e-01 1.303000e+01 9.596000e-01 6.006000e-02 2.672000e+02 8.879000e-01 5.894024e+03 0.000000e+00 0.000000e+00
3.377670 -9.990000e+02 -9.973000e+104 9.815000e-01 6.212000e-02 2.662000e+02 8.742000e-01 5.848071e+03 0.000000e+00 0.000000e+00
3.527560 -9.990000e+02 -9.973000e+104 8.913000e-01 5.779000e-02 2.652000e+02 8.607000e-01 5.156613e+03 0.000000e+00 0.000000e+00
3.677460 -9.990000e+02 -9.973000e+104 9.741000e-01 6.337000e-02 2.642000e+02 8.473000e-01 5.468691e+03 0.000000e+00 0.000000e+00
3.827350 6.191000e+00 1.810000e+01 9.898000e-01 6.529000e-02 2.633000e+02 8.342000e-01 5.395310e+03 0.000000e+00 0.000000e+00
3.977250 1.847000e+01 2.510000e+01 9.520000e-01 6.424000e-02 2.623000e+02 8.213000e-01 5.041975e+03 0.000000e+00 0.000000e+00
4.127150 1.522000e+01 4.007000e+01 9.493000e-01 6.522000e-02 2.613000e+02 8.083000e-01 4.883379e+03 0.000000e+00 0.000000e+00
4.277040 5.595000e+00 3.277000e+01 1.048000e+00 7.187000e-02 2.604000e+02 7.955000e-01 5.217056e+03 0.000000e+00 0.000000e+00
4.426940 1.923000e+01 2.580000e+01 1.042000e+00 7.275000e-02 2.594000e+02 7.829000e-01 5.029928e+03 0.000000e+00 0.000000e+00
4.576830 4.169000e+01 4.039000e+01 9.553000e-01 6.919000e-02 2.584000e+02 7.704000e-01 4.485081e+03 0.000000e+00 0.000000e+00
4.726730 2.848000e+01 6.608000e+01 1.002000e+00 7.317000e-02 2.574000e+02 7.582000e-01 4.571230e+03 0.000000e+00 0.000000e+00
4.876630 4.891000e+01 4.398000e+01 1.000000e+00 1.312000e-02 2.565000e+02 7.462000e-01 4.437309e+03 0.000000e+00 0.000000e+00
5.026520 2.048000e+01 7.370000e+01 9.954000e-01 7.590000e-02 2.555000e+02 7.343000e-01 4.297041e+03 0.000000e+00 0.000000e+00
5.176420 -9.990000e+02 -9.973000e+104 1.037000e+00 8.018000e-02 2.545000e+02 7.224000e-01 4.342624e+03 0.000000e+00 0.000000e+00
